location,well_or_spring_name,WGS84_latitude,WGS84_longitude,depth_bgl_in_m,rock_type,stratigraphic_period,temperature_in_c,electrical_conductivity_25c_in_uS/cm,pH,redox_potential_in_mV,total_dissolved_solids_in_mmol/L,O2_in_mmol/L,Na_in_mmol/L,Mg_in_mmol/L,Ca_in_mmol/L,Cl_in_mmol/L,SO4_in_mmol/L,HCO3_in_mmol/L,Li_in_mmol/L,K_in_mmol/L,Sr_in_umol/L,NH4_in_umol/L,Fe_in_mmol/L,Mn_in_mmol/L,F_in_umol/L,NO3_in_mmol/L,H2SiO3_in_umol/L,HS_in_mmol/L,Database_number,Database_name
Weixi–Qiaohou Fault,MD,26.4357,99.6268,,Metamorphic Rock,,34,4590.0,7.19,,83.50075345522684,,33.075147471033745,1.708290475210862,9.148909626228853,22.265162200282084,16.288257339163025,0.5729569561170038,,0.303593762388646,,,,,138.4356248026108,0.0,,,1,
Weixi–Qiaohou Fault,MD,26.4357,99.6268,,Metamorphic Rock,,34,4590.0,7.19,,95.36775148858878,,34.363546671565075,1.4482616745525614,8.802335445880532,23.299858956276445,16.015927545284196,10.873726580220529,,0.3406797738009069,,,,,154.22676071165387,0.06918808029687977,,,1,
Weixi–Qiaohou Fault,MD,26.4357,99.6268,,Metamorphic Rock,,34,4590.0,7.19,,97.64176036263825,,35.00470143914887,1.5083316190084344,9.379210539448074,22.97122708039492,16.449510722465128,11.788392704959945,,0.3363317586698143,,,,,162.12232866617538,0.04193216987689683,,,1,
Weixi–Qiaohou Fault,MD,26.4357,99.6268,,Metamorphic Rock,,34,4590.0,7.19,,93.34636512656708,,31.97944268165548,1.2976753754371528,10.523978242427265,21.564739069111425,15.658026233603996,11.671867420120359,0.03126801152737752,0.3657448022036764,110.27162748230998,,4.1185423941266005e-07,0.0025301248680330555,140.0147383935151,0.000806387882248016,,,1,
Weixi–Qiaohou Fault,NJ,26.2537,99.9877,,Metamorphic Rock,,78,1200.0,8.24,,26.044196963003202,,10.107104599441605,0.5809504217239251,1.7555766255801186,0.4854724964739069,1.5790131168019987,10.289297373838025,,0.8900642738942612,,,,,308.9798926202758,0.047738162629082544,,,1,
Weixi–Qiaohou Fault,NJ,26.2537,99.9877,,Metamorphic Rock,,78,1200.0,8.24,,23.55780630711544,,11.4811940911629,0.03456078996091339,1.5913967762862418,0.4211565585331452,0.0,9.516395484522294,,0.2225160684735653,,,,,221.0759027266028,0.06951063544977897,,,1,
Weixi–Qiaohou Fault,NJ,26.2537,99.9877,,Metamorphic Rock,,78,1200.0,8.24,,24.590966632025346,,8.746064390642637,0.5624357128162929,1.5557163531114326,0.46798307475317347,1.47824276493858,10.741467923588257,,0.7412086970533246,,,,,241.07800821139065,0.05676970691026032,,,1,
Weixi–Qiaohou Fault,NJ,26.2537,99.9877,,Metamorphic Rock,,78,1200.0,8.24,,24.590966632025346,,8.746064390642637,0.5624357128162929,1.5557163531114326,0.46798307475317347,1.47824276493858,10.741467923588257,,0.7412086970533246,,,,,241.07800821139065,0.05676970691026032,,,1,
Weixi–Qiaohou Fault,NJ,26.2537,99.9877,,Metamorphic Rock,,78,1200.0,8.24,,26.37737726598047,,9.307618532400216,0.6175684015634643,1.744099006936474,0.45754583921015507,1.5017697272537995,11.612867275897786,,0.8064289240197144,,,,,265.29108327192336,0.06418847542694206,,,1,
Weixi–Qiaohou Fault,NJ,26.2537,99.9877,,Metamorphic Rock,,78,1200.0,8.24,,20.251593450485505,,9.429411839675293,0.5702530343550709,1.703178801337392,0.47108603667136806,1.5324797001873829,5.430471607819486,,0.7944079410102228,,,,,269.50205284766815,0.050802436581625,,,1,
Weixi–Qiaohou Fault,NJ,26.2537,99.9877,,Metamorphic Rock,,78,1200.0,8.24,,25.83197695971041,,9.133628093435824,0.637317424398272,2.155796197415041,0.5675599435825106,1.5594420154070374,10.492520092826894,0.16498559077809796,0.8166595478575794,11.275964391691394,,2.5069388485988004e-07,0.00017601660053150823,224.23412990841138,0.06838169241463175,,,1,
Weixi–Qiaohou Fault,EYXX,26.2519,99.9913,,Metamorphic Rock,,72,2800.0,6.62,,57.81884517348651,,27.843254971374442,0.29541246657066444,1.139028893657368,0.7528913963328632,5.359983343743494,21.09746823825569,,0.932777128417348,,,,,391.09379934729964,0.006934935787332936,,,1,
Weixi–Qiaohou Fault,EYXX,26.2519,99.9913,,Metamorphic Rock,,72,2800.0,6.62,,56.44814687066644,,27.855434302101948,0.26990331207570456,1.1891810968611207,0.7449929478138222,5.578388507183011,19.35466953363664,,0.9517037825173984,,,,,459.522054953153,0.04435133352364087,,,1,
Weixi–Qiaohou Fault,EYXX,26.2519,99.9913,,Metamorphic Rock,,72,2800.0,6.62,,58.44284434202464,,28.420033276541407,0.26208599053692655,1.0145216827186985,0.7506346967559943,5.65386216947741,20.8799871510797,,0.9261272229227357,,,,,494.78892515001576,0.0408032268417496,,,1,
Weixi–Qiaohou Fault,EYXX,26.2519,99.9913,,Metamorphic Rock,,72,2800.0,6.62,,60.92931716776666,,27.784533198223958,0.304464102036618,1.5108039323319524,0.8558533145275035,5.729960441390797,23.23540401987649,0.11455331412103746,0.9399385651038535,27.345354941794106,,9.132420091324201e-07,0.0024937201936728677,422.67607116538574,0.0012902206115968254,,,1,
Weixi–Qiaohou Fault,HYS,26.2392,99.9926,,Metamorphic Rock,,74,1505.0,6.91,,18.4703342952453,,12.787862287785494,0.3192758691627237,1.1634812116373072,0.5207334273624824,2.188007495315428,0.0,,1.1330415900435566,,,,,357.93241393830925,0.0,,,1,
